Year,Name,Event,Round,Scores
2016,I. Ferreira,Quiksilver Pro Gold Coast,Round 1,"['5.17', '3.33', '6.83', '1.70', '1.10', '2.27', '4.77', '2.90']"
2016,R. Callinan,Quiksilver Pro Gold Coast,Round 1,"['4.83', '3.80', '6.27', '4.83', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Asing,Quiksilver Pro Gold Coast,Round 1,"['2.67', '2.17', '1.67', '0.27', '2.77', '4.80', '4.00', '\xa0']"
2016,M. Bourez,Quiksilver Pro Gold Coast,Round 1,"['4.50', '3.67', '4.43', '1.70', '2.27', '7.00', '\xa0']"
2016,A. Melling,Quiksilver Pro Gold Coast,Round 1,"['2.67', '0.37', '0.37', '5.50', '4.87', '\xa0', '\xa0']"
2016,J. Wilson,Quiksilver Pro Gold Coast,Round 1,"['0.23', '2.33', '0.47', '1.40', '1.83', '3.73', '0.63']"
2016,F. Toledo,Quiksilver Pro Gold Coast,Round 1,"['4.00', '5.33', '6.53', '7.83', '1.03', '6.17', '0.23', '3.73']"
2016,J. Andre,Quiksilver Pro Gold Coast,Round 1,"['4.67', '0.73', '4.27', '4.00', '6.87', '1.17', '0.70', '6.43']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Round 1,"['3.83', '6.50', '0.43', '1.70', '0.27', '2.57', '4.17', '\xa0']"
2016,G. Medina,Quiksilver Pro Gold Coast,Round 1,"['2.00', '7.67', '0.17', '0.27', '5.67', '6.50', '0.43', '6.87', '0.33', '2.43', '0.20', '8.50']"
2016,S. Zietz,Quiksilver Pro Gold Coast,Round 1,"['1.67', '4.00', '6.13', '0.40', '0.30', '1.00', '8.67', '4.07', '0.90', '\xa0', '\xa0', '\xa0']"
2016,C. Ibelli,Quiksilver Pro Gold Coast,Round 1,"['2.83', '0.37', '3.77', '1.83', '1.80', '3.20', '0.50', '1.93', '1.83', '4.33', '\xa0', '\xa0']"
2016,M. Fanning,Quiksilver Pro Gold Coast,Round 1,"['4.00', '7.00', '0.43', '8.87', '2.00', '8.37', '3.20', '0.40', '3.43', '\xa0']"
2016,W. Carmichael,Quiksilver Pro Gold Coast,Round 1,"['3.50', '3.70', '6.50', '8.93', '0.20', '0.50', '2.77', '2.07', '5.43', '7.07']"
2016,M. Banting,Quiksilver Pro Gold Coast,Round 1,"['3.00', '4.83', '0.37', '1.67', '0.50', '2.77', '2.13', '5.07', '4.13', '\xa0']"
2016,M. Wright,Quiksilver Pro Gold Coast,Round 1,"['5.17', '3.07', '1.80', '1.07', '1.57', '6.57', '6.87', '6.87']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Round 1,"['0.93', '0.43', '6.00', '0.23', '6.77', '4.33', '6.93', '0.60']"
2016,K. Andino,Quiksilver Pro Gold Coast,Round 1,"['9.10', '3.10', '4.57', '2.50', '0.43 1', '\xa0', '\xa0', '\xa0']"
2016,J. Flores,Quiksilver Pro Gold Coast,Round 1,"['0.50', '5.00', '7.17', '0.50', '0.43', '3.90', '8.73', '2.90', '\xa0', '\xa0']"
2016,D. Cathels,Quiksilver Pro Gold Coast,Round 1,"['3.33', '6.10', '4.90', '6.17', '7.83', '7.17', '5.37', '\xa0', '\xa0', '\xa0']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Round 1,"['3.10', '6.87', '1.87', '3.87', '3.57', '0.57', '3.50', '1.57', '3.77', '2.67']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Round 1,"['6.50', '5.73', '0.83', '0.37', '7.67', '9.33', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Slater,Quiksilver Pro Gold Coast,Round 1,"['7.67', '2.17', '5.60', '0.83', '0.73', '1.17', '2.40', '0.37', '2.27', '2.23', '0.93']"
2016,C. Coffin,Quiksilver Pro Gold Coast,Round 1,"['0.43', '7.00', '3.00', '5.17', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,N. Young,Quiksilver Pro Gold Coast,Round 1,"['2.33', '3.27', '0.27', '6.27', '6.60', '1.50', '0.93', '\xa0', '\xa0', '\xa0']"
2016,A. Ribeiro,Quiksilver Pro Gold Coast,Round 1,"['3.67', '1.53', '4.93', '5.77', '0.43', '3.83', '6.37', '2.73', '1.77', '0.70']"
2016,K. Otton,Quiksilver Pro Gold Coast,Round 1,"['1.50', '5.00', '3.33', '2.27', '5.37', '6.13', '1.73', '0.30', '2.43', '\xa0']"
2016,T. Burrow,Quiksilver Pro Gold Coast,Round 1,"['2.67', '0.37', '2.13', '0.33', '0.87', '8.57', '5.07', '2.90', '2.23', '6.83', '0.43']"
2016,J. Kerr,Quiksilver Pro Gold Coast,Round 1,"['1.87', '1.30', '8.33', '1.57', '0.30', '1.23', '3.93', '0.30', '3.77', '\xa0', '\xa0']"
2016,K. Igarashi,Quiksilver Pro Gold Coast,Round 1,"['0.87', '0.50', '4.67', '4.17', '2.53', '3.43', '1.00', '0.43', '6.73', '\xa0', '\xa0']"
2016,W. Dantas,Quiksilver Pro Gold Coast,Round 1,"['0.50', '1.57', '8.33', '2.83', '8.93', '2.50']"
2016,J. Smith,Quiksilver Pro Gold Coast,Round 1,"['1.80', '6.33', '2.03', '1.37', '7.10', '0.90']"
2016,M. Pupo,Quiksilver Pro Gold Coast,Round 1,"['1.93', '4.83', '1.10', '0.23', '6.10', '6.37']"
2016,J. Parkinson,Quiksilver Pro Gold Coast,Round 1,"['8.60', '0.93', '4.43', '5.50', '0.20', '0.50', '3.33', '\xa0', '\xa0']"
2016,J. Florence,Quiksilver Pro Gold Coast,Round 1,"['3.83', '7.33', '2.27', '1.70', '6.23', '5.70', '3.80', '5.60', '2.70']"
2016,J. Freestone,Quiksilver Pro Gold Coast,Round 1,"['7.17', '6.27', '2.57', '2.00', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Round 2,"['1.43', '7.77', '3.00', '3.50', '0.37', '7.53', '0.83']"
2016,W. Carmichael,Quiksilver Pro Gold Coast,Round 2,"['6.33', '0.27', '4.67', '0.50', '2.87', '3.87', '0.37']"
2016,S. Zietz,Quiksilver Pro Gold Coast,Round 2,"['3.67', '2.67', '5.50', '7.60', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Wilson,Quiksilver Pro Gold Coast,Round 2,"['0.50', '0.43', '4.50', '1.40', '5.10', '0.73', '2.17', '6.77', '0.43', '0.47', '0.40']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Round 2,"['4.50', '4.27', '1.93', '5.10', '6.23', '1.17', '9.50', '5.20']"
2016,K. Slater,Quiksilver Pro Gold Coast,Round 2,"['6.17', '1.50', '6.93', '0.43', '1.60', '\xa0', '\xa0', '\xa0']"
2016,J. Kerr,Quiksilver Pro Gold Coast,Round 2,"['1.17', '5.50', '2.00', '0.37', '0.20', '8.00', '3.17', '0.37']"
2016,A. Melling,Quiksilver Pro Gold Coast,Round 2,"['4.50', '3.67', '6.33', '0.80', '0.27', '\xa0', '\xa0', '\xa0']"
2016,R. Callinan,Quiksilver Pro Gold Coast,Round 2,"['2.00', '2.83', '7.67', '0.20', '8.07', '\xa0', '\xa0']"
2016,J. Smith,Quiksilver Pro Gold Coast,Round 2,"['5.33', '0.37', '6.67', '0.73', '0.33', '2.00', '1.40']"
2016,J. Florence,Quiksilver Pro Gold Coast,Round 2,"['2.83', '6.50', '1.00', '4.00', '7.43', '5.13', '6.93', '3.97', '4.03', '1.50']"
2016,D. Cathels,Quiksilver Pro Gold Coast,Round 2,"['5.83', '5.33', '6.83', '0.50', '3.43', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,C. Coffin,Quiksilver Pro Gold Coast,Round 2,"['7.00', '0.90', '2.33', '4.30', '6.17', '0.40', '6.33', '\xa0']"
2016,K. Otton,Quiksilver Pro Gold Coast,Round 2,"['3.83', '4.83', '0.43', '1.23', '1.63', '3.40', '2.60', '8.33']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Round 2,"['4.50', '1.83', '3.33', '3.37', '8.17', '4.23', '1.70', '7.20', '1.07', '6.40']"
2016,A. Ribeiro,Quiksilver Pro Gold Coast,Round 2,"['5.83', '6.57', '0.43', '1.33', '6.90', '0.37', '3.00', '5.93', '4.33', '\xa0']"
2016,K. Igarashi,Quiksilver Pro Gold Coast,Round 2,"['0.50', '7.17', '1.00', '0.43', '4.33', '5.10', '4.13', '1.70', '\xa0']"
2016,K. Asing,Quiksilver Pro Gold Coast,Round 2,"['6.33', '5.33', '5.93', '0.57', '4.43', '2.03', '1.67', '1.83', '1.70']"
2016,J. Andre,Quiksilver Pro Gold Coast,Round 2,"['4.83', '2.67', '5.93', '3.07', '0.87', '5.50', '1.47', '1.37', '2.50']"
2016,M. Pupo,Quiksilver Pro Gold Coast,Round 2,"['1.50', '1.23', '0.23', '2.00', '0.23', '3.03', '5.00', '0.30', '4.07']"
2016,C. Ibelli,Quiksilver Pro Gold Coast,Round 2,"['3.33', '0.50', '4.23', '1.07', '0.30', '0.23', '6.00', '6.17', '0.90', '3.50']"
2016,J. Freestone,Quiksilver Pro Gold Coast,Round 2,"['5.33', '1.43', '1.67', '5.47', '3.07', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Andino,Quiksilver Pro Gold Coast,Round 2,"['7.17', '0.83', '2.50', '5.63', '6.80', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,M. Banting,Quiksilver Pro Gold Coast,Round 2,"['1.60', '1.83', '2.93', '0.43', '5.00', '0.40', '7.23', '0.43', '0.50', '4.60', '1.73', '2.00']"
2016,F. Toledo,Quiksilver Pro Gold Coast,Round 3,"['0.37', '7.00', '7.83', '3.03', '8.77', '\xa0', '\xa0']"
2016,R. Callinan,Quiksilver Pro Gold Coast,Round 3,"['0.63', '1.33', '2.83', '0.90', '1.83', '1.00', '2.17']"
2016,J. Parkinson,Quiksilver Pro Gold Coast,Round 3,"['6.33', '0.23', '4.93', '8.50', '2.10', '1.80', '4.93', '4.07', '\xa0', '\xa0']"
2016,J. Andre,Quiksilver Pro Gold Coast,Round 3,"['6.33', '2.83', '3.27', '2.83', '5.50', '1.90', '1.67', '4.93', '7.33', '6.10']"
2016,C. Coffin,Quiksilver Pro Gold Coast,Round 3,"['4.50', '1.17', '6.67', '6.60', '2.33', '7.37', '\xa0', '\xa0', '\xa0']"
2016,I. Ferreira,Quiksilver Pro Gold Coast,Round 3,"['5.00', '7.83', '0.37', '3.40', '0.67', '0.20', '6.00', '0.43', '4.53']"
2016,C. Ibelli,Quiksilver Pro Gold Coast,Round 3,"['0.33', '2.93', '4.50', '7.33', '3.60', '2.57', '2.00', '2.30', '0.83']"
2016,J. Kerr,Quiksilver Pro Gold Coast,Round 3,"['3.83', '3.77', '0.23', '2.80', '2.20', '2.23', '0.30', '\xa0', '\xa0']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Round 3,"['0.37', '5.00', '5.67', '6.73', '1.67', '2.57', '1.97', '\xa0']"
2016,T. Burrow,Quiksilver Pro Gold Coast,Round 3,"['6.50', '2.33', '3.83', '2.07', '3.87', '3.50', '0.20', '5.57']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Round 3,"['2.83', '5.83', '0.10', '6.60', '6.90', '9.27', '\xa0', '\xa0', '\xa0']"
2016,M. Wright,Quiksilver Pro Gold Coast,Round 3,"['0.37', '0.57', '6.17', '5.67', '7.87', '4.00', '0.20', '0.27', '0.20']"
2016,S. Zietz,Quiksilver Pro Gold Coast,Round 3,"['4.50', '2.60', '7.33', '0.43', '2.10', '0.30', '0.70', '1.77', '2.23', '0.43', '7.17']"
2016,M. Fanning,Quiksilver Pro Gold Coast,Round 3,"['6.00', '6.50', '2.33', '5.50', '5.00', '1.87', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Round 3,"['8.33', '3.00', '1.90', '5.00', '0.43', '7.10']"
2016,W. Dantas,Quiksilver Pro Gold Coast,Round 3,"['2.33', '6.17', '4.67', '0.50', '2.83', '7.53']"
2016,K. Andino,Quiksilver Pro Gold Coast,Round 3,"['5.60', '5.17', '9.50', '7.30', '5.27']"
2016,N. Young,Quiksilver Pro Gold Coast,Round 3,"['6.67', '6.93', '0.43', '8.60', '\xa0']"
2016,K. Igarashi,Quiksilver Pro Gold Coast,Round 3,"['6.77', '6.53', '0.83', '5.63', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Flores,Quiksilver Pro Gold Coast,Round 3,"['5.00', '3.43', '0.20', '5.17', '4.00', '1.40', '6.23', '3.37', '6.60']"
2016,J. Florence,Quiksilver Pro Gold Coast,Round 3,"['6.67', '0.37', '1.83', '9.23', '3.33', '\xa0', '\xa0', '\xa0']"
2016,M. Bourez,Quiksilver Pro Gold Coast,Round 3,"['0.43', '1.93', '7.67', '0.70', '1.20', '1.67', '1.33', '4.17']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Round 3,"['7.93', '6.50', '0.43', '6.40', '0.30', '8.50', '8.30', '4.83', '1.27']"
2016,G. Medina,Quiksilver Pro Gold Coast,Round 3,"['8.00', '1.00', '6.60', '0.37', '8.53', '2.83', '2.23', '5.10', '\xa0']"
2016,F. Toledo,Quiksilver Pro Gold Coast,Round 4,"['9.17', '0.50', '9.20', '10.00', '2.83', '2.00']"
2016,J. Parkinson,Quiksilver Pro Gold Coast,Round 4,"['1.70', '1.60', '0.73', '6.83', '0.43', '8.60']"
2016,C. Coffin,Quiksilver Pro Gold Coast,Round 4,"['1.00', '5.50', '4.93', '6.03', '\xa0', '\xa0']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Round 4,"['6.83', '3.43', '7.27', '1.33', '3.27', '4.27', '\xa0', '\xa0']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Round 4,"['5.17', '6.00', '0.30', '1.93', '5.80', '0.30', '1.07', '\xa0']"
2016,C. Ibelli,Quiksilver Pro Gold Coast,Round 4,"['1.50', '3.60', '5.83', '4.67', '3.97', '2.53', '0.20', '0.93']"
2016,K. Andino,Quiksilver Pro Gold Coast,Round 4,"['5.33', '2.93', '0.43', '1.07', '1.47', '8.83', '7.27', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Round 4,"['7.67', '5.77', '8.07', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,S. Zietz,Quiksilver Pro Gold Coast,Round 4,"['0.37', '2.17', '9.00', '1.50', '0.73', '2.73', '3.83', '3.83', '0.20', '6.33', '0.40', '2.83']"
2016,J. Florence,Quiksilver Pro Gold Coast,Round 4,"['4.83', '5.53', '6.37', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Round 4,"['2.50', '6.33', '5.10', '2.03', '3.97', '3.40', '3.73']"
2016,K. Igarashi,Quiksilver Pro Gold Coast,Round 4,"['0.43', '2.67', '0.37', '0.77', '2.07', '1.63', '\xa0']"
2016,J. Parkinson,Quiksilver Pro Gold Coast,Round 5,"['7.17', '0.23', '4.33', '8.00', '8.07', '3.87']"
2016,C. Ibelli,Quiksilver Pro Gold Coast,Round 5,"['3.67', '3.10', '6.33', '6.00', '6.33', '2.60']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Round 5,"['4.50', '0.63', '0.80', '7.33', '6.33', '0.30', '6.43']"
2016,C. Coffin,Quiksilver Pro Gold Coast,Round 5,"['8.00', '3.67', '4.77', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Round 5,"['7.77', '8.27', '0.37', '3.67', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,K. Igarashi,Quiksilver Pro Gold Coast,Round 5,"['1.50', '6.00', '2.67', '0.27', '2.93', '2.00', '1.00', '3.87', '0.73']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Round 5,"['7.00', '5.23', '8.67', '2.00', '9.00', '\xa0']"
2016,S. Zietz,Quiksilver Pro Gold Coast,Round 5,"['4.33', '0.50', '6.00', '1.87', '3.00', '4.77']"
2016,F. Toledo,Quiksilver Pro Gold Coast,Quarterfinals,"['6.67', '1.50', '5.67', '2.27', '5.23', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Parkinson,Quiksilver Pro Gold Coast,Quarterfinals,"['0.27', '2.17', '0.83', '0.37', '6.33', '0.17', '0.27', '1.70', '5.83', '0.27', '4.83']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Quarterfinals,"['4.50', '0.30', '6.83', '2.60', '1.93', '3.00', '6.33', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. de Souza,Quiksilver Pro Gold Coast,Quarterfinals,"['4.90', '1.83', '5.83', '0.63', '0.40', '0.20', '6.90', '5.83', '0.37', '2.30', '3.27']"
2016,K. Andino,Quiksilver Pro Gold Coast,Quarterfinals,"['7.33', '2.60', '8.67', '1.57', '0.23', '2.77']"
2016,A. Buchan,Quiksilver Pro Gold Coast,Quarterfinals,"['0.50', '4.00', '0.63', '\xa0', '\xa0', '\xa0']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Quarterfinals,"['0.57', '4.67', '4.83', '0.37', '0.37', '6.90', '0.27', '8.33']"
2016,J. Florence,Quiksilver Pro Gold Coast,Quarterfinals,"['2.83', '6.67', '5.93', '7.33', '0.30', '2.17', '3.20', '0.30']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Semifinals,"['1.73', '7.83', '5.23', '0.57', '3.33', '6.60']"
2016,F. Toledo,Quiksilver Pro Gold Coast,Semifinals,"['6.17', '4.33', '7.10', '0.37', '3.40', '\xa0']"
2016,K. Andino,Quiksilver Pro Gold Coast,Semifinals,"['0.50', '1.57', '0.40', '0.20', '6.17', '0.50', '4.40', '0.67', '6.23', '8.00', '0.43', '1.13']"
2016,S. Kennedy,Quiksilver Pro Gold Coast,Semifinals,"['2.00', '2.33', '4.00', '1.77', '5.50', '0.30', '8.70', '3.10', '4.90', '\xa0', '\xa0', '\xa0']"
2016,M. Wilkinson,Quiksilver Pro Gold Coast,Finals,"['8.60', '2.27', '0.50', '2.57', '1.57', '0.30', '5.60']"
2016,K. Andino,Quiksilver Pro Gold Coast,Finals,"['6.83', '4.17', '2.00', '1.57', '4.50', '5.83', '6.83']"
2016,D. Cathels,Rip Curl Pro Bells Beach,Round 1,"['2.00', '4.60', '6.70', '8.50', '\xa0']"
2016,J. Flores,Rip Curl Pro Bells Beach,Round 1,"['0.77', '6.33', '7.27', '1.87', '3.70']"
2016,C. Ibelli,Rip Curl Pro Bells Beach,Round 1,"['4.50', '1.40', '5.50', '1.07', '1.50']"
2016,J. Wilson,Rip Curl Pro Bells Beach,Round 1,"['6.67', '2.93', '5.57', '0.20', '7.17']"
2016,S. Kennedy,Rip Curl Pro Bells Beach,Round 1,"['5.50', '0.67', '5.50', '2.13', '5.90']"
2016,A. Melling,Rip Curl Pro Bells Beach,Round 1,"['4.17', '1.83', '3.77', '6.40', '\xa0']"
2016,K. Igarashi,Rip Curl Pro Bells Beach,Round 1,"['7.67', '0.20', '6.37', '\xa0', '\xa0']"
2016,D. Payne,Rip Curl Pro Bells Beach,Round 1,"['3.67', '6.00', '6.67', '1.93', '0.27']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Round 1,"['6.53', '5.93', '4.03', '\xa0', '\xa0']"
2016,G. Medina,Rip Curl Pro Bells Beach,Round 1,"['1.73', '0.23', '6.17', '7.67', '1.83', '2.13', '\xa0', '\xa0', '\xa0']"
2016,C. Coffin,Rip Curl Pro Bells Beach,Round 1,"['2.03', '0.43', '4.67', '0.83', '1.73', '1.77', '5.10', '6.27', '0.37']"
2016,T. Bisso,Rip Curl Pro Bells Beach,Round 1,"['2.67', '1.90', '2.73', '4.93', '5.60', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,M. Fanning,Rip Curl Pro Bells Beach,Round 1,"['1.87', '0.37', '6.50', '2.73', '8.83', '8.10', '5.27']"
2016,K. Asing,Rip Curl Pro Bells Beach,Round 1,"['5.50', '1.00', '1.17', '0.73', '3.83', '7.27', '\xa0']"
2016,M. Ho,Rip Curl Pro Bells Beach,Round 1,"['3.67', '4.93', '4.83', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. de Souza,Rip Curl Pro Bells Beach,Round 1,"['5.00', '1.60', '6.23', '0.50']"
2016,T. Stevenson,Rip Curl Pro Bells Beach,Round 1,"['5.33', '2.50', '5.27', '\xa0']"
2016,M. Bourez,Rip Curl Pro Bells Beach,Round 1,"['3.00', '6.00', '2.70', '\xa0']"
2016,K. Otton,Rip Curl Pro Bells Beach,Round 1,"['8.33', '0.30', '5.27', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,A. Ribeiro,Rip Curl Pro Bells Beach,Round 1,"['0.43', '3.33', '0.93', '3.87', '2.03', '0.23', '4.57', '2.33', '3.47']"
2016,K. Slater,Rip Curl Pro Bells Beach,Round 1,"['6.17', '1.00', '0.63', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Parkinson,Rip Curl Pro Bells Beach,Round 1,"['7.50', '7.83', '3.27', '\xa0', '\xa0', '\xa0']"
2016,S. Zietz,Rip Curl Pro Bells Beach,Round 1,"['0.50', '5.83', '6.90', '6.97', '\xa0', '\xa0']"
2016,T. Burrow,Rip Curl Pro Bells Beach,Round 1,"['2.60', '2.63', '5.83', '2.97', '1.90', '1.67']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Round 1,"['6.67', '2.00', '2.13', '6.73', '4.77', '\xa0', '\xa0', '\xa0']"
2016,K. Andino,Rip Curl Pro Bells Beach,Round 1,"['2.67', '5.33', '4.83', '4.90', '4.33', '6.03', '1.00', '6.27']"
2016,M. Pupo,Rip Curl Pro Bells Beach,Round 1,"['1.00', '3.93', '6.77', '5.47', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,N. Young,Rip Curl Pro Bells Beach,Round 1,"['2.93', '5.90', '6.20', '1.13', '\xa0']"
2016,A. Buchan,Rip Curl Pro Bells Beach,Round 1,"['4.83', '0.63', '3.17', '6.70', '\xa0']"
2016,R. Callinan,Rip Curl Pro Bells Beach,Round 1,"['0.50', '5.17', '1.13', '4.33', '1.73']"
2016,W. Dantas,Rip Curl Pro Bells Beach,Round 1,"['4.00', '4.00', '5.00', '7.00']"
2016,M. Banting,Rip Curl Pro Bells Beach,Round 1,"['7.67', '4.23', '0.37', '\xa0']"
2016,J. Kerr,Rip Curl Pro Bells Beach,Round 1,"['5.07', '3.80', '\xa0', '\xa0']"
2016,J. Florence,Rip Curl Pro Bells Beach,Round 1,"['6.00', '8.50', '2.30', '\xa0', '\xa0', '\xa0']"
2016,J. Smith,Rip Curl Pro Bells Beach,Round 1,"['5.33', '3.33', '5.77', '0.70', '\xa0', '\xa0']"
2016,J. Andre,Rip Curl Pro Bells Beach,Round 1,"['0.67', '3.33', '3.63', '2.00', '1.20', '5.47']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Round 2,"['5.00', '2.07', '5.40', '0.20', '7.00', '6.43']"
2016,T. Stevenson,Rip Curl Pro Bells Beach,Round 2,"['1.60', '4.00', '0.37', '7.67', '1.67', '\xa0']"
2016,M. Ho,Rip Curl Pro Bells Beach,Round 2,"['1.90', '5.17', '3.70', '1.23', '5.47']"
2016,J. Flores,Rip Curl Pro Bells Beach,Round 2,"['1.90', '2.77', '5.60', '4.20', '\xa0']"
2016,K. Slater,Rip Curl Pro Bells Beach,Round 2,"['4.50', '0.80', '6.67', '2.10', '4.70', '6.23']"
2016,T. Bisso,Rip Curl Pro Bells Beach,Round 2,"['2.67', '7.00', '3.50', '2.13', '\xa0', '\xa0']"
2016,D. Payne,Rip Curl Pro Bells Beach,Round 2,"['3.00', '7.17', '6.67', '5.17', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']"
2016,J. Kerr,Rip Curl Pro Bells Beach,Round 2,"['0.67', '4.50', '5.00', '1.50', '0.37', '0.50', '6.67', '0.50', '6.27']"
2016,J. Smith,Rip Curl Pro Bells Beach,Round 2,"['5.50', '6.67', '2.33', '9.20', '1.00']"
2016,A. Melling,Rip Curl Pro Bells Beach,Round 2,"['6.33', '4.60', '0.50', '8.17', '\xa0']"
2016,A. Buchan,Rip Curl Pro Bells Beach,Round 2,"['8.23', '2.50', '6.00']"
2016,A. Ribeiro,Rip Curl Pro Bells Beach,Round 2,"['4.17', '1.10', '0.20']"
2016,S. Zietz,Rip Curl Pro Bells Beach,Round 2,"['1.50', '7.67', '4.27', '1.60', '4.70', '6.27']"
2016,K. Andino,Rip Curl Pro Bells Beach,Round 2,"['5.33', '0.17', '6.67', '7.17', '\xa0', '\xa0']"
2016,M. Pupo,Rip Curl Pro Bells Beach,Round 2,"['7.67', '2.00', '7.43', '4.17', '2.23', '3.50']"
2016,T. Burrow,Rip Curl Pro Bells Beach,Round 2,"['5.50', '6.33', '8.67', '\xa0', '\xa0', '\xa0']"
2016,C. Ibelli,Rip Curl Pro Bells Beach,Round 2,"['0.43', '0.57', '5.67', '8.00', '8.83']"
2016,R. Callinan,Rip Curl Pro Bells Beach,Round 2,"['7.50', '5.17', '8.93', '1.00', '\xa0']"
2016,S. Kennedy,Rip Curl Pro Bells Beach,Round 2,"['6.00', '6.67', '6.53', '6.53', '\xa0']"
2016,M. Banting,Rip Curl Pro Bells Beach,Round 2,"['2.27', '5.00', '1.67', '5.57', '0.43']"
2016,C. Coffin,Rip Curl Pro Bells Beach,Round 2,"['4.67', '1.17', '7.60', '6.93', '0.50', '0.23']"
2016,J. Andre,Rip Curl Pro Bells Beach,Round 2,"['2.00', '5.33', '2.90', '8.60', '5.60', '\xa0']"
2016,M. Bourez,Rip Curl Pro Bells Beach,Round 2,"['9.50', '4.67', '1.50', '0.43', '7.27', '\xa0', '\xa0', '\xa0']"
2016,K. Asing,Rip Curl Pro Bells Beach,Round 2,"['0.23', '0.37', '0.27', '5.33', '1.00', '0.40', '5.50', '7.73']"
2016,I. Ferreira,Rip Curl Pro Bells Beach,Round 3,"['0.37', '0.50', '7.67', '0.50', '1.00', '9.33']"
2016,S. Zietz,Rip Curl Pro Bells Beach,Round 3,"['0.70', '6.33', '9.50', '0.50', '4.77', '0.20']"
2016,N. Young,Rip Curl Pro Bells Beach,Round 3,"['6.33', '7.17', '5.33', '0.37', '3.40']"
2016,S. Kennedy,Rip Curl Pro Bells Beach,Round 3,"['0.50', '3.67', '4.00', '\xa0', '\xa0']"
2016,J. Wilson,Rip Curl Pro Bells Beach,Round 3,"['5.17', '1.83', '7.27']"
2016,M. Pupo,Rip Curl Pro Bells Beach,Round 3,"['1.67', '5.67', '4.00']"
2016,M. Wilkinson,Rip Curl Pro Bells Beach,Round 3,"['7.67', '7.80', '3.57', '6.50', '\xa0', '\xa0']"
2016,K. Igarashi,Rip Curl Pro Bells Beach,Round 3,"['1.50', '4.27', '0.30', '4.10', '1.80', '0.80']"
2016,W. Dantas,Rip Curl Pro Bells Beach,Round 3,"['7.17', '1.00', '6.20', '3.17', '5.93']"
2016,A. Buchan,Rip Curl Pro Bells Beach,Round 3,"['0.43', '5.67', '2.33', '0.37', '6.93']"
2016,M. Ho,Rip Curl Pro Bells Beach,Round 3,"['4.00', '0.90', '6.93', '0.50', '8.17']"
2016,A. de Souza,Rip Curl Pro Bells Beach,Round 3,"['6.33', '2.60', '3.87', '6.73', '7.60']"
